,title,author,text,link_url
26,순이 삼촌,현기영,"제주의 4월, 그곳에는 ‘순이 삼촌’이 있다현대사에 빛나는 거장 현기영의 문학인생 40년탄탄한 구성과 서정적인 묘사가 어우러진 중후한 문체로 제주도 수난의 역사를 애정어린 시선으로 파고들면서 특히 ‘4·3사건’의 역사적 진실을 복원하는 데 집중해왔던 현기영의 중단편전집(전3권)이 출간되었다. 동아일보 신춘문예 등단작 「아버지」(1975)부터 계간 『창작과비평』에 발표하면서 문단에 큰 파장을 불러일으킨 ‘4·3소설’의 최고봉이자 ‘4·3사건’ 그 자체라고도 할 수 있는 「순이 삼촌」(1978), 단편소설의 백미인 「마지막 테우리」(1994)까지 모두 30편의 중단편 작품(마당극 「일식풀이」와 희곡 「변방에 우짖는 새」 포함)을 개정해 새로운 장정으로 선보인다. 비록 과작이기는 하나 빼어난 문학적 성취를 보여준 현기영 소설의 정수를 일목요연하게 맛볼 수 있는 이 전집은 작가의 등단 40주년을 기념하는 동시에 그의 작품을 새롭게 조명하는 것이다. 역사에 대한 깊은 성찰과 인간에 대한 애정이 녹아든 명편들은 여전히 변함없는 감동을 자아내며 작가의 강직하고 사려깊은 문학적 삶은 묵직한 울림으로 다가온다.           ",http://www.yes24.com/Product/Goods/17199202
27,엄마의 말뚝,박완서,"지난 세기, 수많은 한국 사람들이 경험한 특수한 상황을세계적 경험으로 끌어올린 박완서의 역작『엄마의 말뚝』은 박완서가 쓴 80여 편의 단편소설 중에서 유일한 연작소설이자 대표작으로 손꼽히는 작품이다. 『엄마의 말뚝 1』은 송도에서 대처로, 대처에서 서울 문밖으로, 문밖에서 문안으로 이동하던 박완서의 유년 시절 어머니에 대한 기억에 기인한다. 「엄마의 말뚝 2」는 가장 고통스러웠던 기억에 고정되어 고통스러워하는 이제는 노쇠한 어머니와 그 모습을 지켜보는 딸의 이야기를 담았고 「엄마의 말뚝 3」은 생명의 불꽃이 점차 사그라지는 어머니의 모습과 어머니의 영원한 안식을 쓴 글이다. 이 세 소설은 시간차를 두고 어머니를 곁에서 지켜보던 박완서 본인의 내밀한 이야기를 담고 있다. 어머니 홍기숙 여사의 삶의 궤적은 한국의 특수한 역사적 상황을 고스란히 담고 있어, 한국 여성의 삶뿐 아니라 역사의 흐름 속 한 인간의 모습을 지켜볼 수 있다. 세계사 '박완서 소설전집 결정판' 『엄마의 말뚝』에는 「엄마의 말뚝」 연작과 함께 「유실」 「꿈꾸는 인큐베이터」 「그 가을의 사흘 동안」 등 개인의 삶을 낱낱이 파헤쳐서 사회를 비판해온 박완서만의 날카로운 시선과 필치가 돋보이는 작품들이 함께 들어 있다.           ",http://www.yes24.com/Product/Goods/6259957
28,당신 인생의 이야기,테드 창,"<B>머리를 쓰는데 가슴이 뜨거워진다! 이렇게 가슴 벅찬 SF라니!최고의 과학소설 작가, 테드 창 작품 영화화!「시카리오」 드니 빌뇌브 감독, 11월 개봉작 SF 「컨택트」 원작! 전혀 다른 차원의 소재와 전혀 다른 스타일의 전개로최고의 과학소설에 수여되는 모든 상을 석권한 엄청난 소설! 단 한 권의 작품집으로 “전 시대를 통틀어 가장 위대한 과학 단편소설 작가 중의 한 명”이라는 명성을 얻은 테드 창의 『당신 인생의 이야기』가 출간됐다. 최고의 과학소설에 수여되는 네뷸러상, 휴고상, 로커스상, 스터전상, 캠벨상, 아시모프상, 세이운상, 라츠비츠상을 모두 석권한 이 책은 과학이 줄 수 있는 최고의 지적 상상력과 소설이 줄 수 있는 최고의 철학적 사유를 선사하는 특별한 책이다. 통찰력 있는 주제를 우아하고 적격한 문체로 풀어나가는 『당신 인생의 이야기』는 SF 소재를 언급할 필요도 없이, 소설을 좋아하는 사람의 서가에 반드시 꽂혀 있어야 하는 작품이다. 아이디어를 압축해 중·단편으로 내놓은 결과물은 그 밀도가 기가 막힐 지경이다. 기막힌 상상력을 품고 있으면서도 읽고 나면 엄청난 감동이 밀려오는 여덟 편의 단편이 수록되어 있는 이 작품은 전 세계 15개국에 번역 출간되었다. 2017년 초, 그의 두 번째 작품집이 「엘리」에서 출간될 예정이다. 두 번째 작품집에는 미발표 신작 단편을 포함한 일곱 편의 작품이 실린다.          ",http://www.yes24.com/Product/Goods/32685521
29,너는 기억 못하겠지만,후지 마루,"“우리가 처음 만난 게 맞을까? 너를 알 것 같은 기분이 들어.” 죽은 사람의 미련을 풀어주고 저세상으로 인도하는 사신 아르바이트생의 이야기 『너는 기억 못하겠지만』이 아르테에서 출간되었다. 저자인 후지마루는 2012년 10월 『내일 나는 죽고 너는 되살아난다』로 제19회 전격소설대상 ‘금상’을 수상하고, 2013년 2월에 수상작이 문고본으로 출간되면서 작가로 데뷔했다. 후지마루는 라이트노블 『내일 나는 죽고 너는 되살아난다』 시리즈 외에는 작품이 전무하고, 라이트노블 작가로서 낙인이 찍힐 수도 있는 상황에서 『너는 기억 못하겠지만』을 출간한다. 죽은 자와 대면하는 사신 아르바이트라는 어둡고 묵직한 설정을 통해 가슴이 뭉클해지는 작풍으로 감성 미스터리라는 새로운 장르에 도전한 후지마루의 『너는 기억 못하겠지만』은 2017년 12월 일본에서 처음 출간되었고, 1년이 채 지나기도 전에 큰 인기를 끌며 2019년 현재 누계 판매부수 20만 부를 돌파했다. 어느 날, 고등학생 사쿠라 신지는 동급생 하나모리 유키에게서 ‘사신’ 아르바이트를 제안받는다. ‘사신’은 미련이 남아 이 세상을 떠나지 못하는 ‘사자(死者)’의 소원을 들어주고 저세상으로 보내주는 일을 한다. 너무 비현실적인 이야기에 사쿠라는 의심을 품지만 ‘근무 기간을 채우면 어떤 소원이든 하나를 들어주겠다’는 이야기를 듣고 반신반의로 사신 아르바이트를 시작한다. 틀어진 동생과의 관계를 회복하려다 불의의 사고를 당한 학생, 일정한 직업 없이 가족과 연을 끊고 사회의 불합리함을 저주하던 중년 남자, 남편의 사랑을 원했지만 아이만을 낳길 종용당한 아내, 그리고 어머니에게 계속 학대를 당하면서도 마지막까지 사랑을 갈구한 소녀 등등. 너무할 정도로 안타까운 절망 한복판에서 죽음을 맞이한 ‘사자’들, 추가시간이라는 죽음 이후의 생을 살아가는 그들을 찾아온 사람은 마찬가지로 절망과 체념을 안고 살아가는 고교생 사쿠라 신지였다. 돈에 쪼들려 시급 300엔의 아르바이트를 시작한 사쿠라 신지와, 그의 반 친구이자 동료인 하나모리 유키. 두 사람은 사신이라는 독특한 직업을 계기로 만나게 되는데 하나모리는 사쿠라에게 짓궂은 농담을 건네며 놀리는 데 희열을 느낀다. 처음에 사쿠라는 그녀의 너무나 해맑은 천진난만함을 맞닥뜨리고 어이없어 했지만 점차 하나모리가 자신에게 꼭 필요한 존재라는 사실을 직시하고 그녀의 숨겨진 비밀에 다가간다. 그리고 두 사람은 죽음과의 교류를 거듭하면서 인생의 해답에 도달한다.  ",http://www.yes24.com/Product/Goods/68692641
30,돈키호테 2,미겔 데 세르반테스,"국내 최초 『돈키호테』 살바도르 달리 에디션 출간살바도르 달리의 컬러+흑백 삽화 54점 수록『돈키호테』 살바도르 달리 에디션은 최초의 근대소설이자 세계문학사상 가장 위대한 작품 『돈키호테』와 20세기 초현실주의 미술의 거장 살바도르 달리의 컬래버레이션이다. 『돈키호테 1』의 삽화들은 1946년 미국 랜덤하우스 출판사에서 출간된 『명성이 자자한 라만차의 돈키호테의 일생과 업적 제1부』에 실렸던 작품들로, 컬러 수채화 10점과 드로잉 32점을 포함한다. 『돈키호테 2』의 삽화들은 1957년 프랑스 파리의 미술전문 출판인 조셉 포레가 출간한 『라만차의 돈키호테』에 실린 것으로, 달리가 직접 제작한 12점의 석판화 작품들이다. 세계문학사상 가장 기상천외하고 독보적인 캐릭터 돈키호테, 그리고 “나와 광인의 유일한 차이는 내가 미치지 않았다는 것뿐이다”를 모토로 자신만의 예술 세계를 구축한 살바도르 달리가 만나 극대화된 환상과 독창적인 이미지를 만들어낸다. 파격적인 작품과 기행으로 세간의 주목을 받았던 현대판 돈키호테 살바도르 달리가 재해석해낸 『돈키호테』 살바도르 달리 에디션은 전 세계에 출간된 『돈키호테』 판본들 중 가장 특별하고 가장 ‘돈키호테’다운 판본이 될 것이다.          ",http://www.yes24.com/Product/Goods/101545990
31,비행운,김애란,"김애란이 돌아왔다. ‘비행운’은 새로운 삶을 동경하는 형식으로(飛行雲), 하지만 현실을 벗어나지 못하게 하는 연쇄적 불운(非幸運)에 발목 잡힌 ‘우리들’의 이야기를 담고 있다. 문학평론가 박준석이 말했듯 “김애란 소설은 우선 안부를 묻고 전하는 이야기, 말하자면 하이-스토리hi-story라고 부를 수 있다. 이 안부에는 개인적인 소소한 안녕을 넘어선 어떤 윤리”를 가지고 동세대의 실존적 고민을 드러내며 살아남은 자들에게 인사를 전한다. 친구처럼 곁에서 나의 이야기를 들어주러 온 듯 이번 소설집에서도 김애란은 자신의 매력을 백분 발휘한다. 또한 좀더 많은 세대와 공간을 아우르며 ‘확장’을 시도하기도 하는데, 그것은 김애란 ‘너머’를 발견하게 하는 기회를 마련해줄 것이다. 『비행운』에 실린 작품 속 주인공들을 보면, 어쨌든 아직은 살아남은 외줄 위에 선 듯 아슬아슬하기만 한 사람들이다. 대학을 졸업하고도 변변한 일자리를 얻지 못하거나, 취업을 했어도 만족할 수 없는 수준인, ‘이전에도 채무자 지금도 채무자 좀더 나쁜 채무자’가 된 처지의 사람들. 한 번도 누구에게도 환영받아보지 못한 삼십대 후반의 택시기사와 화장실과 동격으로 취급받는 화장실 청소부. 그리고 주인공에 꿈속에서 등장하는 살아서도 “죽어서도 박스를 줍고 계”신 할머니. 자기 세대를 넘어 다른 세대까지, 김애란식의 함께 아파하기는 주인공들의 영역을 확대 심화하고 있다.진정한 소통이 어려운 우리 시대의 우울과 소외를 자기 스타일로 혁파하면서, 가장 감동적이면서도 의미심장한 이야기로 진정한 소통의 자장을 넓고 깊게 하고 있다. 그러면서 김애란은 잊지 않고 그렇게 행복을 기다리느라 지겨웠던, 비행운과 맞씨름을 하느라 힘들었을 친구들에게 행운을 빌어준다. 다시 김애란 소설의 미덕이 발휘되는 지점이다. “여러 편에서 김애란은 막막하고 아득한 심연처럼 결말을 구성”하며 “막막함의 광장 공포 내지는 불안을 매우 극적인 구성적 상징을 획득”하는데, 이 점이 바로 “소설집 『비행운』을 관통하는 공통된 서사 문법”이다 이제 우리는 이렇게 ‘김애란식 비극’이라는 독보적인 한 장르를 갖게 되었다.           ",http://www.yes24.com/Product/Goods/7328528
32,서랍에 저녁을 넣어 두었다,한강,"심해의 밤, 침묵에서 길어 올린 핏빛 언어들상처 입은 영혼에 닿는 투명한 빛의 궤적들인간 삶의 고독과 비애, 삶과 죽음의 경계에서 맞닥뜨리는 어떤 진실과 본질적인 정서들을 특유의 단단하고 시정 어린 문체로 새겨온 한강이 첫 시집 『서랍에 저녁을 넣어 두었다』를 출간했다. 올해로 등단 20년차인 한강은 그간 여덟 권의 소설 단행본을 출간하는 틈틈이 쓰고 발표한 시들 가운데 60편을 추려 이번 시집을 묶었다. 「저녁의 소묘」 「새벽에 들은 노래」 「피 흐르는 눈」 「거울 저편의 겨울」 연작들의 시편 제목을 일별하는 것만으로도 그 정조가 충분히 감지되는 한강의 시집은, 어둠과 침묵 속에서 더욱 명징해지는 존재와 언어를 투명하게 대면하는 목소리로 가득하다. 시집 『서랍에 저녁을 넣어 두었다』에는 침묵의 그림에 육박하기 위해 피 흘리는 언어들이 있다. 그리고 피 흘리는 언어의 심장을 뜨겁게 응시하며 영혼의 존재로서의 인간을 확인하려는 시인이 있다. 그는 침묵과 암흑의 세계로부터 빛나는 진실을 건져 올렸던 최초의 언어에 가닿고자 한다. 이 시집은 그간 한강 문학을 이야기할 때 언급돼온 강렬한 이미지와 감각적인 문장들 너머에 자리한 어떤 내밀한 기원-성소에 한 발 가까이 다가가는 주춧돌 역할을 하게 될 것이다.           ",http://www.yes24.com/Product/Goods/11467936
33,천 개의 찬란한 태양,할레드 호세이니,"2007년 아마존닷컴 최고의 베스트셀러! 뉴욕타임즈 베스트셀러 24주 연속 1위! 너무 슬퍼서 아름답고, 너무 아름다워서 슬픈 이야기 이 세상 모든 딸들의 가슴을 울리는 책!  전란의 포화가 휩쓸고 간 아프가니스탄. 그 폐허의 땅에 남은 두 여자. 절망과 고통뿐이었던 잔인한 시절을 살아낸 그녀들의 찬란한 슬픔으로 가득한 아름다운 이야기! 2003년 데뷔작인 『연을 쫓는 아이』로 미국 문단에 혜성처럼 등장해 엄청난 반향을 일으킨 아프가니스탄 출신의 미국 작가 할레드 호세이니. 2007년 그가 혼신을 다한 두 번째 작품 『천 개의 찬란한 태양』이 현대문학에서 출간되었다. 『천 개의 찬란한 태양』은 ‘출간 즉시 아마존닷컴 베스트 1위’, ‘24주 연속 뉴욕타임스 베스트 1위’, ‘출간 6주 만에 140만 부 판매 돌파!’ ‘영화화 결정’ 등 수많은 화제를 불러 일으켰으며, 이 기록들은 지금도 현재진행형이다. 탄탄한 구성, 뛰어난 서사, 그리고 잠시도 책장을 놓을 수 없게 하는 흡입력으로 절찬 받은 『천 개의 찬란한 태양』. 우리에겐 여전히 미지의 세계로 존재하는 아프가니스탄의 현대사의 질곡을 배경으로 펼쳐지는 두 여자의 안타까운 운명과 자기희생 그리고 사랑이 구원久遠에 이르게 한다. ",http://www.yes24.com/Product/Goods/2746154
34,시지프 신화,알베르 까뮈,"『이방인』의 철학적 단초를 제시한 『시지프 신화』 『이방인』, 「칼리굴라」와 함께 ‘부조리 3부작’을 이루는 작품1942년 첫 작품 부조리한 세계에 던져진 인간의 소외와 반항을 그린 『이방인』을 발표해 프랑스뿐만 아니라 세계에 ‘문학적 사건’을 일으킨 알베르 카뮈. 그 후 그는 적극적으로 사회 문제에 참여하는 동시에 현대인의 공허함을 대변하는 작품으로 프랑스의 지식인 사이에서 의미 있는 성과를 쌓아 나가던 중, 1947년 발표한 대작 『페스트』로 허무에 빠진 현대인에게 연대 의식과 희망에 대한 메시지를 던져 수많은 독자들에게 큰 공감을 얻었다. 1957년에는 “우리 시대 인간의 정의를 탁월한 통찰과 진지함으로 밝힌 작가”라는 한림원의 평으로 노벨 문학상을 수상하며 전 세계적으로 성취를 이루기도 했다.민음사 세계문학전집 343번으로 새롭게 출간된 『시지프 신화』는 카뮈가 첫 작품 『이방인』과 같은 해에 발표한 작품으로, 집필은 『이방인』보다 먼저 시작했다. 이 작품은 그의 문학적 기반이 되는 사상의 단초를 그리스 신화의 시시포스 이야기로 풀어 나간 철학 에세이로, 소설 『이방인』, 희곡 「칼리굴라」와 함께 ‘부조리 3부작’을 이룬다. 그는 신의 저주에 의해 영원히 산 밑에서 위로 바위를 밀어 올리는 삶을 살아야 하는 시지프의 운명을 부조리한 세계에 던져진 인간의 삶에 빗대, 인간이 할 수 있는 최선의 반항은 자살이 아니라 그 삶을 똑바로 직시하며 끝까지 이어 나가는 것임을 밝힌다.          ",http://www.yes24.com/Product/Goods/29074412
35,남한산성,김훈,"김훈 장편소설 『남한산성』이 나온 지 십 년을 맞았다. 십 년에 걸쳐 100쇄를 찍었다. 이 책은 소설 『남한산성』의 개정판이다. 초판 발행(2007년) 이후 작가 김훈이 십 년 세월을 지나 비로소 털어놓는 「못다 한 말」을 새로 써 넣었다. 그리고 화가 문봉선의 귀한 그림을 싣고 디자인을 새로 했다. 문봉선의 그림은 소설을 설명하는 것이 아니라 소설의 장면을 진경으로 나타낸 것이고 또 소설의 여운을 형상으로 드러낸 것이다.주린 성에 말[言]들이 창궐하는 병자년의 겨울을 작가 김훈은 엄정하고 치밀한 글로 옮겼다. 병자호란 당시 남한산성에 갇힌 무기력한 인조와 그 앞에서 벌어진 주전파와 주화파의 다툼, 그리고 꺼져가는 조국의 운명 앞에서 고통 받는 민초들의 삶이 소설의 씨줄과 날줄을 이룬다.1636년 병자년 겨울. 청나라 10여만 대군이 남한산성을 에워싸고, 조선은 삶과 죽음의 기로에 놓인다. 죽어서 아름다울 것인가 살아서 더럽혀질 것인가. 쓰러진 왕조의 들판에 대의는 꽃처럼 피어날 것이라는 척화파와 삶의 영원성은 치욕을 덮어서 위로해줄 것이라는 주화파. 그들은 47일 동안 칼날보다 서슬 푸르게 맞선다.역사에 오르지 않은 등장인물은 더욱 흥미롭다. 보기 드문 리얼리스트인 대장장이 서날쇠, 김상헌의 칼에 쓰러진 송파나루의 뱃사공, 적진을 뚫고 안개처럼 산성에 스며든 어린 계집 나루 등은 소설 『남한산성』의 상징을 톺아보는 존재들이다. 그리하여 병자년 겨울과 이듬해 봄, 조선 사직 앞에 갈 수 없는 길과 가야 할 길이 포개진다.작가 김훈은 “이 책은 소설이며, 오로지 소설로만 읽혀야 한다”고 전제한다. 아울러 “실명으로 등장하는 인물에 대한 묘사는 그 인물에 대한 역사적 평가가 될 수 없다”고 못 박는다. 하지만 그가 되살린 인물들은 역사적 사실이라는 뼈대 위에 소설적 상상력으로 살점이 붙어, 생생한 얼굴로 되살아난다.           ",http://www.yes24.com/Product/Goods/43631898
36,마녀식당으로 오세요,구상희,"“어떤 소원을 주문하시겠어요?” 송지효 남지현 채종협 주연, 티빙 오리지널 드라마 원작 소설 제3회 교보문고 스토리공모전에서 대상을 수상하며 ‘한국형 현실 판타지’의 등장을 알린 장편소설 『마녀식당으로 오세요』가 개정판으로 출간됐다. 인생의 막다른 골목길에 다다른 이들이 소원을 이루어주는 요리를 파는 ‘마녀식당’을 만나 삶을 다시 꾸려나갈 동력을 얻는다는 이야기로, 티빙 오리지널 드라마로 제작되어 방영을 앞두고 있다. 작가의 첫 작품이라는 것이 믿기지 않을 정도로 탄탄한 구성과 빠른 속도감, 눅진하게 남는 결말의 여운이 일품인 이 소설은 장르의 문법을 현실에 자연스럽게 녹여내며 독자들의 뜨거운 호응을 받았다. 믿었던 사랑에게 배신당하고, 끈질긴 학교 폭력에 시달리며, 대학 졸업장과 수천의 빚을 쥔 채, 앞으로 나아가는 오늘의 우리에게 이 책은 평범하지만 특별한 깨달음을 건넨다. 마법은 멀리 있지 않다는 것, 다시 살아내겠다는 용기, 그게 삶의 방향을 바꾸는 유일한 마법이라는 것을 말이다. ",http://www.yes24.com/Product/Goods/99474935
37,웹소설 써서 먹고삽니다,정무늬,"글 써서 먹고사는 가장 확실한 방법! 정답은 ‘웹소설’이다!  ‘팔리는 글’ 쓰는 실전 스킬부터 실패하지 않는 계약 · 정산 꿀팁, 아무도 알려주지 않는 전업 작가 생활기까지! 1화만 썼다 지웠다 반복하는 당신을 위해 현직 작가의 실전 노하우를 공개한다. 글 써서 먹고사는 유튜버 ‘빵무늬’의 웹소설 작가 생존 전략을 따라해보자. 매달 통장에 인세가 꽂히는 즐거움을 누릴 수 있다. ",http://www.yes24.com/Product/Goods/99002759
38,여자 없는 남자들,무라카미 하루키,"<B>“우리가 누군가를 완전히 이해한다는 게 과연 가능할까요? 설령 그 사람을 깊이 사랑한다 해도.” 무라카미 하루키 9년 만의 신작 소설집 일본어판 수록 6편 +「사랑하는 잠자」, 총 7편 수록 </B> 무라카미 하루키가 단편소설을 묶은 소설집을 출간하는 것은 2005년 『도쿄 기담집』 이후 9년 만이다. 그사이 하루키 월드의 집대성으로 평가되는 대작 『1Q84』를 비롯한 장편소설 집필에 몰두해왔던 그는, 2013년 직접 선별한 영미권 단편소설 모음집 『그리워서』의 번역작업중에 문득 ‘장편을 쓰는 것도 지쳤으니 이제 슬슬 단편들을 써보는 게 어떨까’라는 생각이 들었다고 한다.  그후 그해 말부터 이듬해 봄에 걸쳐 발표한 단편소설 다섯 편과 단행본 출간에 맞춰 새로 쓴 표제작 「여자 없는 남자들」이 모여 이번 소설집이 완성되었고, 이번 한국어 판본에는 『그리워서』에 실렸던 오리지널 단편 「사랑하는 잠자」가 특별히 추가되었다. 제목처럼 ‘여자 없는 남자들’을 모티프로 삼은 이번 소설집에는 말 그대로 연인이나 아내로서의 여성이 부재하거나 상실된 주인공들이 등장한다. 병으로 인해 사별하거나(「드라이브 마이 카」), 외도 사실을 알게 되어 이혼하고(「기노」), 본인의 뜻으로 일부러 깊은 관계를 피하는 경우도 있으며(「독립기관」), 혹은 이유도 모르는 채 타의로 외부와 단절되기도 한다(「셰에라자드」). 대학 시절을 회상하는 구성의 「예스터데이」와 카프카 소설 속의 세계를 무대로 한 「사랑하는 잠자」를 제외하면 모두 중년 남성이 주인공인데, 그 때문인지 예전 작품들과 비교해 현실적이고 진중한 분위기가 강하고, 남녀를 비롯한 인간관계의 깊은 지점을 훨씬 적나라하게 묘사하고 있다는 느낌을 준다.  한때 방황하는 청춘의 전유물로 여겨졌던 하루키 소설이 현실과 맞닿아 보편적인 소재를 진부하지 않게 풀어냈다는 면에서, 이번 소설집은 기존의 팬들은 물론 보다 폭넓은 연령대 독자들의 공감을 끌어내기에 충분할 것으로 보인다.  <a href=""http://youtu.be/nm-l4PHUHDg""target=_blank>'여자 없는 남자들' 영상보기 *클릭*</a> <a href=""http://youtu.be/nm-l4PHUHDg""target=_blank>'월간 윤종신 8월호 <여자 없는 남자들> 뮤직비디오 및 자료' 영상보기 *클릭*</a>                  ",http://www.yes24.com/Product/Goods/14170073
39,상실의 시대,무라카미 하루키,"오늘을 사는 젊은 세대들의 방황, 그들이 느끼는 상실감을 감동적으로 그려낸 무라카미 하루키의 대표작. 하루키 문학의 새로운 경지를 연 장편 소설 <상실의 시대>는 일본에서 6백만 부의 판매 기록을 세운 빅 베스트셀러이자 국내에서도 스무 살의 필독서로 널리 읽히고 있는 작품이다. 친구의 죽음, 대학 분쟁, 각기 다른 이미지의 세 여인과의 관계. 책의 마지막장에 이르면, 주인공과 함께 한뼘 성장해 있는 나 자신을 발견하게 되는 책이다.           ",http://www.yes24.com/Product/Goods/1079
40,라플라스의 마녀,히가시노 게이고,"히가시노 게이고 작가 데뷔 30주년 기념 최신작!불가사의한 현상의 비밀 열쇠를 쥔 신비의소녀 의문의 죽음들은 ‘단순 사고’인가 ‘살인 사건’인가 일본 추리소설계를 대표하는 최고의 베스트셀러 작가 히가시노 게이고가 2015년, 데뷔 30주년 기념작으로 선보인 『라플라스의 마녀』가 현대문학에서 번역 출간되었다. 가도카와 쇼텐 출판사 창립 70주년 기념작이기도 한 이번 작품은 제31회 에도가와란포상을 수상한 데뷔작 『방과 후』 이후 통산 80번째 단행본이다. 그동안 히가시노 게이고는 치밀한 트릭과 반전이 빛나는 본격 추리소설부터 우리 시대의 문제점을 파고든 사회파 작품, 서스펜스, 판타지, SF에 이르기까지 다양한 장르를 오가며 미스터리의 경계를 넓혀왔다. 특히 이공계 출신의 추리소설가라는 독특한 이력을 가진 그는 첨단 과학이나 의학과 같은 주제를 논리적으로 짜 넣은 미스터리를 선보였으며, 과학적·사회적 변화들에 따른 정체성의 문제, 범죄의 심리, 어딘가 한 면이 일그러진 가족 관계나 사랑의 비극과 복수의 고통이라는 주제들에 많은 관심을 기울였다. 이번 소설은 나비에 스토크스 방정식과 라플라스 이론 등 물리학·수리학의 난제들 및 신비로운 뇌의학의 세계, SF적 상상력 그리고 황화수소를 이용한 교묘한 범죄에 얽힌 주인공들의 가족사와 그들의 사랑과 복수를 응축해 담아냄으로써 일본 평단과 독자들로부터 히가시노 게이고 30년 미스터리의 집대성이라는 평을 받고 있다.          ",http://www.yes24.com/Product/Goods/23630397
41,죽은 시인의 사회,N.H클라인바움,"동명의 영화 『죽은 시인의 사회』로 널리 알려진 원작소설로 명문고인 미국 웰튼 아카데미에 새로 부임해온 국어교사 존 키팅과 6명의 제자들이 펼치는 가슴 뭉클한 교육 소설. 졸업생 70% 이상이 미국의 최고 명문대학으로 진학하는 웰큰 아카데미는 전원 기숙사 생활을 하면서 철저하고 엄격한 교육을 통해 오직 명문대 진학을 목표로 한 고등학교다. 그런 웰튼 아카데미에 이 학교 출신 존 키팅이 국어교사로 부임한다. 키팅 역시 웰튼 아카데미 출신의 수재이지만 색다른 교육 방법- 즉, 앞날을 스스로 설계하고 그 방향대로 나아가는 일이야말로 세상 그 어떤 것보다 소중하다고 가르치면서 학생들의 마음에 새 바람을 일으킨다.          ",http://www.yes24.com/Product/Goods/1377517
42,나는 소망한다 내게 금지된 것을,양귀자,"거침없이 질주하며 여성 억압에 관한 담대한 질문을 퍼붓는 강렬한 주인공, 자신의 존재 조건에 스스로 신화적 의미까지 부여하는 주인공 강민주작가 양귀자의 장편소설. 1992년에 초판이 나오자마자 바로 페미니즘 논란과 함께 화제의 중심에 올랐고 그해 최고의 베스트셀러가 되었다. 1986년, 『원미동 사람들』로 80년대 한국사회의 부박한 삶을 축약해서 보여주고, 90년 첫 번째 장편소설 『희망』으로 급변하는 시대의 갈등과 모순을 굽이치는 이야기에 담아 묵직한 감동을 안겨줬던 작가가 펴낸 두 번째 장편소설이 『나는 소망한다 내게 금지된 것을』이다.젊은 여성이 인기 남자배우를 납치해서 감금하고 조종하는 이 소설은 발간 직후부터 독자와 평단의 관심을 집중시켰다. 우선은 지금까지의 양귀자 소설과는 달라도 너무 달랐다. 파격적인 줄거리와 주인공 강민주의 거침없고 대담한 행보는 동시대 이웃들의 고달픈 삶을 연민과 세심함으로 감싸 안았던 양귀자 소설 세계에서는 놀라울 만큼 대단한 변신이었다. 또한 이 소설은 여성 억압의 현실을 고스란히 뒤집어 학대당하고 조련당하는 남성을 보여주는, 앞선 페미니즘 소설에서는 전혀 볼 수 없었던 공격적인 방법으로 우리 사회에 만연한 성의 불평등 문제를 제기하면서 처음부터 소설의 흡인력을 최대치로 높이고 있다.거침없이 질주하며 남과 여 두 개의 성(性)에 관한 담대한 질문을 퍼붓는 강렬한 주인공, 자신의 존재 조건에 사회적 의미는 물론 신화적 의미까지 스스로 부여하는 주인공의 등장을 통해 이 소설은 한국 페미니즘 문학의 다양한 활로를 열었다는 평가를 받고 있다.『나는 소망한다 내게 금지된 것을』은 최근 양귀자 소설의 모든 저작권을 양도받은 도서출판 「쓰다」에서 개정판으로 새롭게 출간되었다.          ",http://www.yes24.com/Product/Goods/72127217
43,밤의 여행자들,윤고은,"한겨레문학상, 이효석문학상 수상 작가 윤고은이 펼치는 전혀 새로운 상상력 ‘재난 여행’ 상품 수석 프로그래머 ‘고요나’의 기상천외하고 스펙터클한 재난 사용법 문단에서 가장 뜨거운 주목을 받고 있는 작가 윤고은의 『밤의 여행자들』이 ‘오늘의 젊은 작가’ 시리즈로 출간되었다. 첫 소설집 『1인용 식탁』 이후 3년 만에 펴낸 두 번째 장편소설이다.  재난으로 인해 폐허가 된 지역을 관광하는 ‘재난 여행’ 상품만을 판매하는 여행사 ‘정글’의 10년차 수석 프로그래머인 주인공 ‘고요나’. 직장에서 밀려날 위기에 처한 그녀가 이번에 향한 곳은 사막의 싱크홀 ‘무이’다. 요나는 뜻하지 않게 여행지에서 고립되며 엄청난 프로젝트에 휘말리게 된다. 작가 윤고은은 어딘지 불미스럽게 재난과 여행을 한데 모아 놓고 이야기를 시작한다.  EBS 「라디오 연재소설」에서 인기리에 방송된 작품이기도 한 『밤의 여행자들』은 독자들로 하여금 그 어떤 소설이나 영화에서보다 더욱더 놀랍고 독특한 상상과 현실의 세계를 경험케 할 것이다. 그리고 이 소설의 마지막 페이지를 넘긴 독자들이라면 단언컨대, 진한 감동과 전율의 소용돌이에서 한동안 헤어날 수 없을 것이다.  ",http://www.yes24.com/Product/Goods/11188388
