title,singer,lyric,url
어머님이 누구니 (Feat. 제시),박진영,"넌 허리가 몇이니
24요
힙은
34요
어렸을 때부터 난 눈이 좀 달라
아무리 예뻐도 뒤에 살이 모자라면
난 눈이 안 가
긴 생머리에 바람이 불면
날아갈 것 같이 가냘픈 여자라면
난 맘이 안 가
허리는 너무 가는데 힙이 커
맞는 바지를 찾기 너무 힘들어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
앞에서 바라보면 너무 착한데
뒤에서 바라보면 미치겠어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
널 어쩌면 좋니 너를 어쩌면
널 어쩌면 널 어쩌면 좋니
네가 왜 이렇게 좋니
머리끝부터 발끝까지
눈을 떼질 못하잖니
어머님이 누구니
도대체 어떻게 너를 이렇게 키우셨니
Shake that booty that booty booty
Shake that booty that booty booty
얼굴이 예쁘다고 여자가 아냐
마음만 예뻐서도 여자가 아냐 난
하나가 더 있어
앉아있을 땐 알 수가 없어
일어날 때까지 기다려야만 했어 난
난 그때서야 God girl
허리는 너무 가는데 힙이 커
맞는 바지를 찾기 너무 힘들어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
앞에서 바라보면 너무 착한데
뒤에서 바라보면 미치겠어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
널 어쩌면 좋니 너를 어쩌면
널 어쩌면 널 어쩌면 좋니
네가 왜 이렇게 좋니
머리끝부터 발끝까지
눈을 떼질 못하잖니
어머님이 누구니
도대체 어떻게 너를 이렇게 키우셨니
Shake that booty that booty booty
Shake that booty that booty booty
허리는 너무 가는데 힙이 커
맞는 바지를 찾기 너무 힘들어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
앞에서 바라보면 너무 착한데
뒤에서 바라보면 미치겠어
oh Yeah
Shake that booty that booty booty
Shake that booty that booty booty
Ya 머리부터 발끝까지
Got it from my mama
동양적인 눈마저도 엄마에게 받아
타고난 내 맵시 밀려드는 대시
이젠 모두 알아봐 Hey Jessi Sexy
머리 어깨 무릎 발 무릎 발
어디서 났냐고 물어봐 물어봐
Thin waist Big booty
꽉 끼는 청바지
Chocolate 색깔 피부까지 whoa
JYP nah 저리 비켜봐
꿀벅지 눈이 전부 돌아가 uh
허스키한 목소리
침 닦아 Hey 거기
널 어쩌면 좋니 너를 어쩌면
널 어쩌면 널 어쩌면 좋니
네가 왜 이렇게 좋니
머리끝부터 발끝까지
눈을 떼질 못하잖니
어머님이 누구니
도대체 어떻게 너를 이렇게 키우셨니
Shake that booty that booty booty
Shake that booty that booty booty",https://www.melon.com/song/detail.htm?songId=5658708
취향저격,iKON,"너는 내 취향저격 내 취향저격
말하지 않아도 느낌이 와
머리부터 발끝까지 다
너는 내 취향저격 난 너를 보면
가지고 싶어서 안달이 나
자기 전까지도 생각이 나
pow
가는 발목 아래 운동화와
청색 스키니진의 완벽한 조화
살짝 큰 듯한 가디건 아래
뚝 떨어진 긴 생머리가 참 고와
수줍은 눈웃음도
멍 때리는 듯한 모습도
예쁘게만 보이고 가슴이 막 떨려
왜 이제야 나타났니
you're my 취향저격
oh oh 너의 가녀린 미소
oh oh 나를 보는 눈빛도
흠잡을 데가 없어
한시도 지루할 틈이 없어 perfect
oh oh 애교 섞인 목소리
oh oh 가까워지는 우리
왜 이제야 나타났어
드디어 사랑이 찾아왔어
너는 내 취향저격 내 취향저격
말하지 않아도 느낌이 와
머리부터 발끝까지 다
너는 내 취향저격 난 너를 보면
가지고 싶어서 안달이 나
자기 전까지도 생각이 나
pow
A girl 잠시 말 좀 물을게
그 까칠한 말투는 어디서 또 배웠대
you work and walk
and spit words like a boss
wonder woman
현실판은 너의 여성스러움
Oh 느낌적인 느낌
또 뭔가 매혹적인 눈빛에 매료돼
섬세한 그 손길
또 뭔가 어정쩡한 몸짓
I like it babe
oh oh 너의 가녀린 미소
oh oh 나를 보는 눈빛도
흠잡을 데가 없어
한시도 지루할 틈이 없어 perfect
oh oh 애교 섞인 목소리
oh oh 가까워지는 우리
왜 이제야 나타났어
드디어 사랑이 찾아왔어
너는 내 취향저격 내 취향저격
말하지 않아도 느낌이 와
머리부터 발끝까지 다
너는 내 취향저격 난 너를 보면
가지고 싶어서 안달이 나
자기 전까지도 생각이 나
pow
난 니가 정말 좋아
또 가끔 하품하는 모습까지도
내 스타일이야
오 마음이 잘 맞아
내 가슴이 벅차올라
니가 날 부를 때마다
입가에 웃음이 끊이질 않아
Oh girl you know that I love you
너는 내 취향저격 내 취향저격
말하지 않아도 느낌이 와
머리부터 발끝까지 다
너는 내 취향저격 난 너를 보면
가지고 싶어서 안달이 나
자기 전까지도 생각이 나
pow
난 니가 정말 좋아
또 가끔 하품하는 모습까지도
내 스타일이야
난 니가 정말 좋아
또 가끔 하품하는 모습까지도
내 스타일이야",https://www.melon.com/song/detail.htm?songId=7854179
야생화,박효신,"하얗게 피어난 얼음 꽃 하나가
달가운 바람에 얼굴을 내밀어
아무 말 못했던 이름도 몰랐던
지나간 날들에 눈물이 흘러
차가운 바람에 숨어 있다
한줄기 햇살에 몸 녹이다
그렇게 너는 또 한번 내게 온다
좋았던 기억만
그리운 마음만
니가 떠나간 그 길 위에
이렇게 남아 서있다
잊혀질 만큼만
괜찮을 만큼만
눈물 머금고
기다린 떨림 끝에
다시 나를 피우리라
사랑은 피고 또 지는
타버리는 불꽃
빗물에 젖을까 두 눈을 감는다
어리고 작았던 나의 맘에
눈부시게 빛나던 추억 속에
그렇게 너를 또 한번 불러본다
좋았던 기억만
그리운 마음만
니가 떠나간 그 길 위에
이렇게 남아 서있다
잊혀질 만큼만
괜찮을 만큼만
눈물 머금고 기다린 떨림 끝에
다시 나는
메말라가는땅 위에
온몸이 타 들어가고
내 손끝에 남은
너의 향기 흩어져 날아가
멀어져 가는 너의 손을
붙잡지 못해 아프다
살아갈 만큼만
미워했던 만큼만
먼 훗날 너를 데려다 줄
그 봄이 오면 그날에 나 피우리라",https://www.melon.com/song/detail.htm?songId=4543502
Ah Yeah,EXID,"아예 아예 아예 아예 아예
아예 아예 아예 아예 아예
왜 이렇게 감을 못 잡는거야
왜 이 말을 하는지 모르겠어 뭐야
싱긋싱긋 웃으며 치근 치근대
날 그저 그렇고 그런 애 취급해
MAN DON'T DO THAT
답할 맘 없어 그런 질문에 no way
오늘만 몇 번을 물어 본거야
Baby Stop
대체 뭐라 뭐라 하는데
당췌 못 알아듣겠어 1도
번번히 좌절되는 시도
정신 좀 차리고 보는게 어때
딱 너만 빼고 모두가 보이는 신호
오늘내일 하지 말고 서둘러서
다가와 어서 다가와 어서 너
아예 아예 아예 아예
이런 시간 뻔해 이대론 불편해
자꾸 그런것만 물어보지마
원하는대로해 나는 그게 편해
이 시간이 가버리기전에 너
아예 아예 아예 아예 아예
아예 아예 아예 아예 아예
왜 말 더듬는거야
무슨 말을 하는지 모르겠어 뭐야
순진한 척 말을 더듬더듬
새어 나오는 나쁜 버릇버릇
내 머리 어깨 무릎 발 무릎 발
예상이 가능하지 백프로 다
뭐 이렇게 질문이 많은 거야
네가 어린애야 뭐야
대체 네가 아는게 뭐야
당최 아는 게 없어 1도
필요함이 절실한 개인지도
이정도 해도 못알아듣어 너
혼좀 나야돼 나와 뒤로
오늘 내일 하지말고 서둘러서
다가와서 다가와서 너
아예 아예 아예 아예
이런식은 뻔해
이대론 불편해
자꾸 그런것만 물어보지마
원하는대로 해
나는 그게 편해
이 시간이 가버리기전에
아 직까지도 나에겐
얘기하지 못한 말들
아 아쉬워지기 전에
예 얘기해 나 지치기 전에
이젠 넌 내 옆으로 와
이런 시간 뻔해 이대론 불편해
자꾸 그런거만 물어보지마
원하는 대로해 나는 그게 편해
이 시간이 가버리기 전에 너
아예 아예 아예 아예 아예
아예 아예 아예 아예 아예
아예 아예 아예 아예 아예
아예 아예 아예 아예 아예",https://www.melon.com/song/detail.htm?songId=5660040
오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),"널 향한 설레임을
오늘부터 우리는
꿈꾸며 기도하는
오늘부터 우리는
저 바람에 노을 빛
내 맘을 실어 보낼게
그리운 마음이 모여서 내리는
Me gustas tu gustas tu
su tu tu ru 좋아해요
gustas tu su tu ru ru
한 발짝 뒤에 섰던 우리는
언제쯤 센치해 질까요
서로 부끄러워서
아무 말도 못하는 너에게로
다가가고 싶은데
바람에 나풀거리는 꽃잎처럼
미래는 알 수가 없잖아
이제는 용기 내서 고백할게요
하나보단 둘이서
서로를 느껴 봐요
내 마음 모아서
너에게 전하고 싶어
설레임을 오늘부터 우리는
꿈꾸며 기도하는
오늘부터 우리는
저 바람에 노을 빛
내 맘을 실어 보낼게
그리운 마음이 모여서 내리는
Me gustas tu gustas tu
su tu tu ru 좋아해요
gustas tu su tu ru ru
한 걸음 앞에 서서
두 손을 놓지 말기로 약속해요
소중해질 기억을
꼭 꼭 담아 둘게요
지금보다 더 아껴 주세요
달빛에 아른거리는 구름처럼
아쉬운 시간만 가는데
이제는 용기 내서 고백할게요
둘 보단 하나 되어
서로를 느껴 봐요
내 마음 모아서
너에게 전하고 싶어
설레임을 오늘부터 우리는
꿈꾸며 기도하는
오늘부터 우리는
저 바람에 노을 빛
내 맘을 실어 보낼게
그리운 마음이 모여서 내리는
감싸 줄게요 그대
언제까지나
언제까지나
사랑이란 말 안 해도
느낄 수 있어요
고마운 마음을 모아서
널 향한 설레임을
오늘부터 우리는
꿈꾸며 기도하는
오늘부터 우리는
저 바람에 노을 빛
내 맘을 실어 보낼게
그리운 마음이 모여서 내리는
Me gustas tu gustas tu
su tu tu ru 좋아해요
gustas tu su tu ru ru",https://www.melon.com/song/detail.htm?songId=5791706
화 (Feat. 진실 Of Mad Soul Child) (Fire),매드클라운,"화 (Feat. 진실 Of Mad Soul Child) (Fire)

Trouble Trouble Our destiny
누가 더 아파 누가 더 사랑해
내게 미친 널 보고 있으면
난 웃지 이렇게 웃지
들어봐 uh
바로 어제 3년 약정한 핸드폰
정신차리니 박살 나있고
바닥엔 할부 안 끝난 모니터
눈 앞에 넌 계속 악쓰고 있고 uh
젠장 뭐 답도 없지
내가 널 밀치면 니가 날 밀쳐
서로 씩씩거리면서
더럽게 질척이는데
나 완전 미쳐
헤어지고 싶은 눈친데
날 시키지 말고
니가 직접 말하시던가
어찌됐든 나쁜 쪽 되기 싫다 이건데
알아서 그럼 꺼지시던가
어 그래 잘가 잘 지내
니가 어디 어떻게
잘 사나 두고볼건데 나
널 너무 사랑해서
딱 한마디만 할게
너랑 꼭 똑같은 사람 만나
쓰레기 새꺄
Trouble Trouble Our destiny
누가 더 아파 누가 더 사랑해
내게 미친 널 보고 있으면
난 웃지 이렇게 웃지
라리라라라 라리라라라
내가 미친 건지 니가 미친 건지
미친 너를 못 떠난 내가 미친거지
라리라라라 라리라라라
날 놓지마 날 갖지마
사랑했던 건 진심 넌 내 맘에 별
근데 별은 별인데 서울에 별
밤만 되면 아주 그냥 보이질 않어
내 속타서 그냥 보이질 않어
반짝 별님 어딜 가셨나
땅 속에 꺼졌나 했더니
진짜 땅 속이데
참 신명나보여
클럽에서 아주 그냥
흥에 겨워 번쩍번쩍 빛나데
니가 뭐 그리 잘났어
날 감정이 없는 사람 취급하고
또 그게 당연하다는 듯 굴어 huh
넌 알긴 할까 나도 사람이란 걸
찌르면 아파 간지럽히면 웃어
화를 낼 줄도 알고 슬프면 울어
엮였어 진심 더럽게 엮였어
답이 있을 리 있나 없지
Trouble Trouble Our destiny
누가 더 아파 누가 더 사랑해
내게 미친 널 보고 있으면
난 웃지 이렇게 웃지
넌 망가질수록 더 내가 필요해
니 속을 헤고 또 헤고 또 해도
널 진짜 모르겠어 못해먹겠다고
넌 나의 곁에서 가장 행복해
외로움보단 괴로움을 택해
겪을 만큼 겪었어
난 더는 볼 일없어
너와 나 사이 일없어
마지막 그 말 후회할 텐데
야 됐고 볼장 다 봤고
넌 그냥 머리꼭지부터
발끝까지 최악
별 같은 소리하고 앉았네 불꺼
그만 난 자러 갈래 수고
Hurt me Love me Our destiny
마음껏 욕해 하지만 가지마
Hurt me Love me
But don't you say goodbye
이렇게 비틀대지만
라리라라라 라리라라라
내 말 끝엔 또 칼 끝이
라리라라라 라리라라라
니 손 끝엔 또 눈물이
내가 미친 건지 니가 미친 건지
미친 너를 못 떠난 내가 미친거지",https://www.melon.com/song/detail.htm?songId=5531227
I (Feat. 버벌진트),태연 (TAEYEON),"빛을 쏟는 Sky
그 아래 선 아이 I
꿈꾸듯이 Fly
My Life is a Beauty
어디서 많이 들어본 이야기
미운 오리와 백조
또 날기 전의 나비
사람들은 몰라
너의 날개를 못 봐
네가 만난 세계라는 건
잔인할지도 몰라
But strong girl
you know you were born to fly
네가 흘린 눈물
네가 느낀 고통은 다
더 높이 날아오를 날을 위한
준비일 뿐 Butterfly
Everybody's gonna see it soon
빛을 쏟는 Sky
그 아래 선 아이 I
꿈꾸듯이 Fly
My Life is a Beauty
잊었던 꿈 내 맘 또 그려내
움츠렸던 시간
모두 모아 다 삼켜내
작은 기억 하나 둘씩 날 깨워가
세상 가득 채울 만큼
나를 펼쳐가
길고 긴 밤을 지나
다시 Trip 길을 떠나볼래
Why not
이 세상에 내 맘을
깨워 주는 한마디
혼자였던 Yesterday
셀 수 없는 시선에
떨어지는 눈물로
하루를 또 견디고
아슬했던 Yesterday
쏟아지던 말들에
흔들리는 나를 또 감싸고
빛을 쏟는 Sky
그 아래 선 아이 I
꿈꾸듯이 Fly
My Life is a Beauty
My Life is a Beauty
꽃잎은 저물고
힘겨웠던 난
작은 빛을 따라서
아득했던 날
저 멀리 보내고
찬란하게 날아가
빛을 쏟는 Sky
새로워진 Eyes
새로워진 Eyes
저 멀리로 Fly
Fly High Fly High
난 나만의 Beauty
눈 감은 순간
시간은 멈춰가
난 다시 떠올라",https://www.melon.com/song/detail.htm?songId=7877917
IF YOU,BIGBANG (빅뱅),"그녀가 떠나가요
나는 아무것도 할 수 없어요
사랑이 떠나가요
나는 바보처럼 멍하니 서 있네요
멀어지는 그 뒷모습만을 바라보다
작은 점이 되어 사라진다
시간이 지나면 또 무뎌질까
옛 생각이 나
니 생각이 나
IF YOU
IF YOU
아직 너무 늦지 않았다면
우리 다시 돌아갈 수는 없을까
IF YOU
IF YOU
너도 나와 같이 힘들다면
우리 조금 쉽게 갈 수는 없을까
있을 때 잘할 걸 그랬어
그대는 어떤가요
정말 아무렇지 않은 건가요
이별이 지나봐요
그댈 잊어야 하지만 쉽지가 않네요
멀어지는 그 뒷모습만을 바라보다
작은 점이 되어 사라진다
누군갈 만나면 위로가 될까
옛 생각이 나
니 생각이 나
IF YOU
IF YOU
아직 너무 늦지 않았다면
우리 다시 돌아갈 수는 없을까
IF YOU
IF YOU
너도 나와 같이 힘들다면
우리 조금 쉽게 갈 수는 없을까
있을 때 잘할 걸 그랬어
오늘같이 가녀린 비가 내리는 날이면
너의 그림자가 떠오르고
서랍 속에 몰래 넣어둔
우리의 추억을
다시 꺼내 홀로 회상하고
헤어짐이란 슬픔의 무게를
난 왜 몰랐을까
IF YOU
IF YOU
IF YOU
IF YOU
아직 너무 늦지 않았다면
우리 다시 돌아갈 수는 없을까
IF YOU
IF YOU
IF YOU
IF YOU
너도 나와 같이 힘들다면
우리 조금 쉽게 갈 수는 없을까
있을 때 잘할 걸 그랬어",https://www.melon.com/song/detail.htm?songId=5760115
바람이나 좀 쐐 (Feat. 우혜미),개리,"나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
조금 슬퍼 보이면 어때
너만 그런 게 아닐 텐데
때로는 lonely lonely lonely
때로는 lonely lonely lonely
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
너와 헤어지고 난 후에 한번에 관계
역시 넌 최고였어
사랑을 할 땐 감동밖에
누가 널 만나게 될진 모르겠지만
그 자식 운이 텄네
그래 슬픈 생각보단
오히려 이렇게 쿨한게 편해
열 편의 영화 열 번의 취함
열 명의 위로와 열 번의 낮과 밤
그걸로 충분하면 좋겠어
지금 이 힘든 이별을 견디는 시간
많은 일들과 작은 웃음들
억지로 만들어가며 적응하는 중
좋은 것만 생각해
그래야 좀 맘이 편해
어차피 사랑도 세월 따라 다 변해
추억 같은 노래
그래 어쩌면 지금 내게 필요한 건
힘이 들 때마다
네가 항상 웃으면서 내게 했던 그 말
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
조금 슬퍼 보이면 어때
너만 그런 게 아닐 텐데
때로는 lonely lonely lonely
때로는 lonely lonely lonely
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
사랑은 가고
난 그냥 또 혼자 사는 남자
라면 물 맞추기 선수
가끔씩은 혼잣말하며
외로운 소파와 함께 살아
잠이 들기 전엔 TV 드라마 혹은 영화
네가 없이도 시간은 잘도 흘러가고
너의 연락 없는 전화는 그냥 꺼놔
아마 내일도 그러겠지만
알게 뭐야 끝난 거야
이미 우리 사랑은 죽었고
이별은 춥고 가슴 아픈 평화
또 때로는 무서운 밤의
긴 침묵 같은 거야
이별이 그런 거지 뭐
멀쩡하다가도 울컥하는
실컷 미워하다가 눈물 참는 거
밤이 되면 높은 빌딩
깜박거리는 빨간 불빛
그처럼 네가 떠올라 더 지쳐가는 거
이별은 그런 거야 이별은 그런 거야
멀쩡하다가도 울컥 하는 거
이별은 그런 거야 이별은 그런 거야
실컷 미워하다가도 눈물 참는 거
나가서 바람이나 좀 쐐
아무도 찾지 않는 곳에
조금 슬퍼 보이면 어때
너만 그런 게 아닐 텐데
때로는 lonely lonely lonely
때로는 lonely lonely lonely
나가서 바람이나 좀 쐐
이제는 내가 없는 곳에
나가서 바람이나 좀 쐐
조금 슬퍼 보이면 어때
나가서 바람이나 좀 쐐
조금 슬퍼 보이면 어때",https://www.melon.com/song/detail.htm?songId=7858908
맙소사,"황태지 (황광희, 태양, 지드래곤)","Give Me That Drop That
Give Me That
맙소사
I Love It Love It Love It
맙소사
You Love It Love It Love It
Yeah I'm Ready
맙소사
Since 88 태어날 때부터
Everyday가 우린 Birthday
I Go Hard 신이 날 땐
아무도 날 심판하지 못해 절대
양 옆 앞 뒤 다 줄 맞춰
내가 지휘할 테니까
교양 없이 듣는 예능 Symphony
오늘은 토요일
무한대를 그려봐 Let's Go
Boom Boom Boom
무슨 말이 필요해
Shut Up And
Drop Drop Drop The Bass
Drop Drop Drop The Bass
쿵쿵쿵 내 심장을 뛰게 해 더 크게
That that Boom bo boom
That that Boom bo boom
조금 더 조금 더 위로
지금 나를 저 하늘 위로
조금 더 조금 더 위로
맙소사
I Love It Love It Love It
맙소사
You Love It Love It Love It
맙소사
우린 88 세 친구 궁합은
찹쌀떡과 메밀묵
Yeah 팔팔해 Like 이팔청춘 팔색조
또는 팔방미남들
신토불이 불이 얼쑤
Shake That Booty Booty 좋다
Everybody Say 황태지
우리가 누구 황태지
이리와 우리와 노래 하자 맙소사
광희와 지용이 영배
오구오구오구 Whoo
Boom Boom Boom
무슨 말이 필요해
Shut Up And
Drop Drop Drop The Bass
Drop Drop Drop The Bass
쿵쿵쿵 내 심장을 뛰게 해 더 크게
That that Boom bo boom
That that Boom bo boom
조금 더 조금 더 위로
지금 나를 저 하늘 위로
조금 더 조금 더 위로
맙소사
Let's Go 여기 있는 사람 모두 위로
흔들어봐 두 손 머리 위로
I Go 어머님 맙소사 맙소사
DJ Let The Bass Drum Go
여기 있는 사람 모두 위로
흔들어봐 두 손 머리 위로
I Go 어머님 맙소사 맙소사
DJ Let The Bass Drum Go
Woo Let The Bass Drum Go
Woo Let The Bass Drum Go
Let The Bass Drum Go
Let The Bass Drum Go",https://www.melon.com/song/detail.htm?songId=5824839
19금 거북선 (Feat. 팔로알토),"Ja Mezz, Andup (앤덥), MINO (송민호)",,https://www.melon.com/song/detail.htm?songId=5804040
금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,"월요일엔 아마 바쁘지 않을까
화요일도 성급해 보이지 안 그래
수요일은 뭔가 어정쩡한 느낌
목요일은 그냥 내가 왠지 싫어
우 이번 주 금요일
우 금요일에 시간 어때요
주말까지 기다리긴 힘들어
시간아 달려라 시계를
더 보채고 싶지만
mind control
일분 일초가 달콤해
이 남자 도대체 뭐야
사랑에 빠지지 않곤 못 배기겠어
온 종일 내 맘은 저기
시계바늘 위에 올라타
한 칸씩 그대에게 더 가까이
우 이번 주 금요일
우 금요일에 시간 어때요
딱히 보고 싶은 영화는 없지만
딱히 먹고 싶은 메뉴는 없지만
주말까지 기다리긴 힘들어
시간아 달려라 시계를
더 보채고 싶지만
mind control
일분 일초가 달콤해
이 남자 도대체 뭐야
사랑에 빠지지 않곤
못 배기겠어
온 종일 내 맘은 저기
시계바늘 위에 올라타
한 칸씩 그대에게 더 가까이
나 뭔가에 홀린 것 같아
이 여잔 도대체 뭐야
사랑해주지 않고는 못 배기겠어
돌아오는 이번 주
금요일에 만나요
그 날 내 맘을 더 가져가줘요
더 가까이 더 가까이 와요
더 가까이",https://www.melon.com/song/detail.htm?songId=4369827
우리 사랑하지 말아요,BIGBANG (빅뱅),"우리 사랑하지 말아요
아직은 잘 모르잖아요
사실 조금은 두려운 거야
그대 미안해요
우리 약속하지 말아요
내일은 또 모르잖아요
하지만 이 말 만은 진심이야
그대 좋아해요
아무것도 묻지 말아요
대답할 수 없어요
지금 이렇게 둘이 행복한데 왜
날 가지려 하지 말아요
그저 이대로 조금만 있어요
갈수록 더 마음 아파지게 왜
잦은 만남 뒤엔 이별
계속 반복되는 실연
더는 의미를 찾을 수 없어
어리석은 미련
사랑의 탈을 쓴 mistake
느끼는 감정은 다 비슷해
하지만 이 순간만큼은
I want you to stay
우리 사랑하지 말아요
아직은 잘 모르잖아요
사실 조금은 두려운 거야
그대 미안해요
우리 약속하지 말아요
내일은 또 모르잖아요
하지만 이 말 만은 진심이야
그대 좋아해요
나를 보며 웃지 말아요
정들면 슬퍼져요
예쁜 그 미소가 눈물이 될까 봐
사랑이란 두 글자 속에
우릴 가두려고 하지 말아요
채우지 못할 욕심이니까
처음엔 설렘을 안고
반은 고민을 안고
끝엔 서로 의리로나마 지내
시행착오
난 하루하루가 불안해
네 그 순수함이 부담돼
하지만 오늘 밤만큼은
I want you to stay
내게 너무 많은 걸 바라지마
나도 그댈 잃고 싶진 않아
깊어지기 전에 상처 입기 전에
날 믿지 말아요
넌 항상 그래
이기적인 새끼
우리 사랑하지 말아요
아직은 잘 모르잖아요
사실 조금은 두려운 거야
그대 미안해요
우리 약속하지 말아요
내일은 또 모르잖아요
하지만 이 말 만은 진심이야
그대 좋아해요",https://www.melon.com/song/detail.htm?songId=5807274
오빠차,"인크레더블, Tablo, 지누션","오빠 차 뽑았다 널 데리러 가
Baby Let's ride Hey
빨리 나와 Skkkkkrt
어서 타 달리자 어디든 괜찮아
Baby Let's ride
Let's do it All night
질리도록 말했잖아
돈 벌어서 데리러간다고
넌 그냥 몸만 오면 돼
쥐뿔 하나 없어도
날 믿어주던 사람들에게
확실히 보답해
Brake 없이 Accelerator
말년휴가처럼 달려가 제대로
신발대신 이젠 바퀴
멈출 생각 없어
아우토반이 된 앞길
풀릴 일 없게
꽉 조여 매 안전벨트
걱정 마 너 말곤
아무도 안태워 내 옆엔
아까워 우리 나이가
좀 빨라도 겁내지마
가끔 속도위반 일탈
오빠 차 뽑았다 널 데리러 가
Baby Let's ride Hey
빨리 나와 Skkkkkrt
어서 타 달리자 어디든 괜찮아
Baby Let's ride
Let's do it All night
다 태워 먼저 부모님 또
뒷바라지해준 여자친구
절대 아냐 허세나 생색
내 차엔 없거든 Airback
돈 번 다는 말은 진짜
종이 쪼가리 몇 장을
바라는 게 아냐
알아서 따라올 걸 알아
이젠 사치가 된 부모님의 걱정
한낱 소원 같은 게 아니었어
I love my car my ride
네 바퀴 달린 왕좌
U know U want it baby
Shotgun it baby
Strap on your seatbelt
Let's ride
I love my car my ride
네 바퀴 달린 천사
Zero to one hunnit baby
We runnin crazy
Let's make some noise
오빠 차 뽑았다 널 데리러 가
Baby Let's ride Hey
빨리 나와 Skkkkkrt
어서 타 달리자 어디든 괜찮아
Baby Let's ride Hey
Let's do it All night
운전면허 딴 적은 없어도
아끼고 안 쓰고 벌어
그 당시 전 재산 털어
십년은 넘은
아빠차를 바꿔드렸어
한 달 뒤에 주차장에 세워져
먼지 덮인 걸 보고 화냈지
아빠는 말했지 내 아들의 첫차
아까워서 어떻게 타겠니
For real
오빠 차 뽑았다 널 데리러 가
Baby Let's ride Hey
빨리 나와 Skkkkkrt
어서 타 달리자 어디든 괜찮아
Baby Let's ride
Hey
오빠 차 뽑았다 널 데리러 가
Baby Let's ride Hey
빨리 나와 Skkkkkrt
어서 타 달리자 어디든 괜찮아
Baby Let's ride
Let's do it All night",https://www.melon.com/song/detail.htm?songId=5818522
Oasis (Feat. ZICO),Crush,"난 널
you
목말라해 너무 더워
물이 필요해 Hot in here
난 웅덩이 깊이 파인 곳을 찾아 다녀
달콤하게 날 더 바라봐줘
넌 훌륭해
이 메마른 땅을
정글로 만들고 난 모험하고 또 탐험
You know how we do it
we just do it
All you ladies hands in the air
All my ladies hands up in the air
그녀는 그녀는 날 미치게 해
그녀는 날 숨쉬게 해
Yeah
O A She's mine O A She's mine
O A She's mine Yeah She's mine
All you ladies hands in the air
All my ladies hands up in the air
그녀는 그녀는 날 미치게 해
그녀는 날 숨쉬게 해
Get closer to my body
천국에다가 데려다 줄게
body to body
넌 낮이 밤이 될 때까지
waterfall
그 속에서 난 헤엄치고 싶어
You know how we do it we just do it
All you ladies hands in the air
All my ladies hands up in the air
그녀는 그녀는 날 미치게 해
그녀는 날 숨쉬게 해
Yeah
O A She's mine O A She's mine
O A She's mine Yeah She's mine
All you ladies hands in the air
All my ladies hands up in the air
그녀는 그녀는 날 미치게 해
그녀는 날 숨쉬게 해
넌 남자들 욕망에
갈증 나게 하면서
어째서 주위 여자들은 물 맥여
때마침 넌 제대로 된
상대를 만났어
난 태연하게 제안하지 술 대결
결관 KO
고양이한테 생선을 맡긴 거야
늘 첫 경험하는 자세
앞뒤를 몰라
감탄사대신 엄지 척 다리 사이로
난 광주출신 아니지만 전라도 환영
넌 겨울 해 밤도 안됐는데
자꾸만 지려해 baby oh
쪽쪽 물고 뜯고
맛보고 즐겨 악 질러대
하고 싶죠 하고 있는데도
하고 싶을 거야
그럴 땐 이걸 꺼내먹어
You Know What
지구부터 달까지 로켓을 쏘아
All you ladies hands in the air
All my ladies hands up in the air
그녀는 그녀는 날 미치게 해
그녀는
O A She's mine
O A She's mine
O A She's mine",https://www.melon.com/song/detail.htm?songId=5771304
또 운다 또,다비치,"또 운다 또 울지 말라니까
내 말 좀 들어라 터진 눈물아
약한 마음아 상처 난 가슴아
나는 정말 울기 싫단다
또 운다 또 울지 말라니까
제발 그 앞에서 울지마
무슨 말만 하면 울잖아
헤어지잔 말 한 마디에
아무 말도 못하면서
사랑한다고 사랑한다고
말도 못하면서
뚝 그만 울라니까
가 제발 가 오지 말라니까
내 말 좀 들어라 나쁜 이별아
하고 싶은 말 얼마나 많은데
나는 아직 사랑하는데
가 제발 가 그는 남겨두고
제발 그 앞에서 울지마
무슨 말만 하면 울잖아
헤어지잔 말 한 마디에
아무 말도 못하면서
사랑한다고 사랑한다고
말도 못하면서
뚝 그만 울라니까
눈물 뒤로 사랑이 숨어서
그가 날 못 보잖아
그만 그만 하라니까
제발 그 앞에서 울지마
제발 그만 울고 붙잡아
그를 이별에 뺏기지마
마음속에 갇힌 그 말을
밖으로 꺼내란 말이야
사랑한다고 말하란 말이야
지금이 아니면
제발 그만해 눈물아",https://www.melon.com/song/detail.htm?songId=5555751
